# using age ky before 2015 and T columns
2.095	-0.04	0.13
2.115	-0.03	0.13
2.135	-0.03	0.13
2.155	-0.02	0.13
2.175	-0.02	0.13
2.195	-0.02	0.13
2.215	-0.01	0.13
2.235	-0.01	0.13
2.255	-0.01	0.13
2.275	0.00	0.13
2.295	0.00	0.13
2.315	0.01	0.13
2.335	0.01	0.13
2.355	0.01	0.13
2.375	0.01	0.13
2.395	0.02	0.13
2.415	0.02	0.13
2.435	0.02	0.13
2.455	0.02	0.13
2.475	0.03	0.13
2.495	0.04	0.13
2.515	0.04	0.13
2.535	0.04	0.13
2.555	0.04	0.13
2.575	0.04	0.13
2.595	0.04	0.13
2.615	0.04	0.13
2.635	0.04	0.13
2.655	0.04	0.13
2.675	0.04	0.13
2.695	0.04	0.13
2.715	0.04	0.13
2.735	0.04	0.13
2.755	0.04	0.13
2.775	0.05	0.13
2.795	0.05	0.13
2.815	0.05	0.13
2.835	0.05	0.13
2.855	0.06	0.13
2.875	0.06	0.13
2.895	0.06	0.13
2.915	0.06	0.13
2.935	0.06	0.13
2.955	0.05	0.13
2.975	0.06	0.13
2.995	0.05	0.13
3.015	0.05	0.13
3.035	0.05	0.13
3.055	0.05	0.13
3.075	0.05	0.13
3.095	0.05	0.13
3.115	0.05	0.13
3.135	0.04	0.13
3.155	0.04	0.13
3.175	0.03	0.13
3.195	0.03	0.14
3.215	0.03	0.14
3.235	0.03	0.14
3.255	0.04	0.13
3.275	0.04	0.14
3.295	0.05	0.14
3.315	0.05	0.13
3.335	0.06	0.13
3.355	0.07	0.13
3.375	0.08	0.13
3.395	0.09	0.14
3.415	0.09	0.14
3.435	0.10	0.14
3.455	0.10	0.14
3.475	0.10	0.14
3.495	0.10	0.14
3.515	0.11	0.14
3.535	0.11	0.14
3.555	0.11	0.13
3.575	0.11	0.13
3.595	0.11	0.13
3.615	0.12	0.13
3.635	0.12	0.13
3.655	0.13	0.13
3.675	0.14	0.13
3.695	0.15	0.13
3.715	0.16	0.13
3.735	0.17	0.13
3.755	0.17	0.14
3.775	0.18	0.14
3.795	0.18	0.13
3.815	0.18	0.13
3.835	0.18	0.13
3.855	0.18	0.13
3.875	0.19	0.13
3.895	0.19	0.13
3.915	0.19	0.13
3.935	0.19	0.13
3.955	0.19	0.13
3.975	0.19	0.13
3.995	0.20	0.13
4.015	0.20	0.13
4.035	0.21	0.13
4.055	0.21	0.13
4.075	0.21	0.13
4.095	0.22	0.13
4.115	0.22	0.13
4.135	0.23	0.13
4.155	0.24	0.13
4.175	0.24	0.13
4.195	0.25	0.13
4.215	0.25	0.13
4.235	0.25	0.13
4.255	0.26	0.13
4.275	0.26	0.13
4.295	0.26	0.13
4.315	0.25	0.13
4.335	0.25	0.13
4.355	0.25	0.12
4.375	0.24	0.12
4.395	0.24	0.12
4.415	0.25	0.12
4.435	0.25	0.12
4.455	0.25	0.12
4.475	0.26	0.11
4.495	0.26	0.11
4.515	0.26	0.11
4.535	0.27	0.11
4.555	0.27	0.10
4.575	0.28	0.10
4.595	0.28	0.10
4.615	0.28	0.10
4.635	0.28	0.10
4.655	0.28	0.10
4.675	0.29	0.10
4.695	0.29	0.10
4.715	0.30	0.10
4.735	0.31	0.10
4.755	0.31	0.09
4.775	0.31	0.09
4.795	0.31	0.09
4.815	0.32	0.09
4.835	0.32	0.09
4.855	0.33	0.09
4.875	0.33	0.09
4.895	0.34	0.09
4.915	0.35	0.09
4.935	0.35	0.09
4.955	0.35	0.09
4.975	0.36	0.09
4.995	0.36	0.09
5.015	0.36	0.09
5.035	0.37	0.09
5.055	0.37	0.09
5.075	0.38	0.09
5.095	0.38	0.09
5.115	0.38	0.09
5.135	0.39	0.09
5.155	0.39	0.09
5.175	0.39	0.09
5.195	0.39	0.09
5.215	0.39	0.09
5.235	0.39	0.09
5.255	0.40	0.09
5.275	0.40	0.09
5.295	0.40	0.09
5.315	0.40	0.10
5.335	0.39	0.10
5.355	0.39	0.10
5.375	0.39	0.10
5.395	0.39	0.10
5.415	0.39	0.10
5.435	0.39	0.10
5.455	0.39	0.11
5.475	0.39	0.11
5.495	0.38	0.11
5.515	0.38	0.11
5.535	0.38	0.11
5.555	0.39	0.11
5.575	0.39	0.12
5.595	0.39	0.12
5.615	0.38	0.12
5.635	0.38	0.12
5.655	0.38	0.13
5.675	0.38	0.13
5.695	0.38	0.13
5.715	0.38	0.13
5.735	0.38	0.13
5.755	0.38	0.14
5.775	0.38	0.14
5.795	0.37	0.14
5.815	0.37	0.14
5.835	0.37	0.14
5.855	0.37	0.14
5.875	0.36	0.14
5.895	0.36	0.14
5.915	0.36	0.14
5.935	0.36	0.13
5.955	0.35	0.13
5.975	0.35	0.14
5.995	0.35	0.14
6.015	0.34	0.14
6.035	0.34	0.14
6.055	0.34	0.14
6.075	0.35	0.13
6.095	0.35	0.14
6.115	0.36	0.14
6.135	0.37	0.14
6.155	0.37	0.14
6.175	0.37	0.13
6.195	0.38	0.13
6.215	0.38	0.13
6.235	0.38	0.13
6.255	0.38	0.13
6.275	0.38	0.13
6.295	0.37	0.13
6.315	0.37	0.13
6.335	0.37	0.13
6.355	0.37	0.13
6.375	0.36	0.13
6.395	0.36	0.13
6.415	0.36	0.12
6.435	0.35	0.13
6.455	0.35	0.13
6.475	0.35	0.13
6.495	0.35	0.13
6.515	0.35	0.13
6.535	0.35	0.13
6.555	0.35	0.13
6.575	0.36	0.13
6.595	0.36	0.13
6.615	0.36	0.13
6.635	0.37	0.13
6.655	0.37	0.13
6.675	0.37	0.13
6.695	0.38	0.13
6.715	0.39	0.13
6.735	0.40	0.13
6.755	0.40	0.13
6.775	0.41	0.13
6.795	0.41	0.13
6.815	0.42	0.13
6.835	0.42	0.13
6.855	0.43	0.13
6.875	0.43	0.13
6.895	0.43	0.13
6.915	0.44	0.13
6.935	0.44	0.13
6.955	0.45	0.13
6.975	0.45	0.13
6.995	0.46	0.13
7.015	0.46	0.13
7.035	0.47	0.13
7.055	0.47	0.13
7.075	0.47	0.14
7.095	0.47	0.14
7.115	0.46	0.14
7.135	0.46	0.14
7.155	0.45	0.14
7.175	0.44	0.14
7.195	0.44	0.14
7.215	0.43	0.14
7.235	0.43	0.14
7.255	0.42	0.14
7.275	0.42	0.14
7.295	0.42	0.14
7.315	0.41	0.14
7.335	0.41	0.14
7.355	0.40	0.14
7.375	0.39	0.14
7.395	0.39	0.14
7.415	0.38	0.14
7.435	0.37	0.14
7.455	0.37	0.14
7.475	0.37	0.14
7.495	0.37	0.14
7.515	0.37	0.14
7.535	0.37	0.14
7.555	0.38	0.14
7.575	0.38	0.14
7.595	0.38	0.13
7.615	0.38	0.13
7.635	0.38	0.14
7.655	0.38	0.14
7.675	0.38	0.14
7.695	0.38	0.14
7.715	0.38	0.14
7.735	0.38	0.14
7.755	0.38	0.14
7.775	0.38	0.14
7.795	0.37	0.13
7.815	0.37	0.13
7.835	0.36	0.13
7.855	0.36	0.14
7.875	0.36	0.14
7.895	0.36	0.14
7.915	0.36	0.14
7.935	0.35	0.14
7.955	0.35	0.14
7.975	0.36	0.14
7.995	0.36	0.14
8.015	0.36	0.14
8.035	0.37	0.14
8.055	0.37	0.14
8.075	0.37	0.14
8.095	0.38	0.14
8.115	0.38	0.14
8.135	0.38	0.14
8.155	0.37	0.14
8.175	0.37	0.14
8.195	0.36	0.14
8.215	0.36	0.14
8.235	0.36	0.13
8.255	0.36	0.14
8.275	0.36	0.14
8.295	0.35	0.14
8.315	0.34	0.14
8.335	0.34	0.13
8.355	0.33	0.13
8.375	0.33	0.13
8.395	0.33	0.13
8.415	0.33	0.14
8.435	0.33	0.13
8.455	0.33	0.13
8.475	0.33	0.13
8.495	0.33	0.13
8.515	0.33	0.13
8.535	0.33	0.13
8.555	0.33	0.13
8.575	0.33	0.13
8.595	0.34	0.14
8.615	0.35	0.14
8.635	0.36	0.14
8.655	0.37	0.13
8.675	0.38	0.13
8.695	0.39	0.13
8.715	0.40	0.13
8.735	0.40	0.13
8.755	0.41	0.13
8.775	0.41	0.13
8.795	0.41	0.13
8.815	0.41	0.14
8.835	0.41	0.13
8.855	0.41	0.13
8.875	0.41	0.13
8.895	0.41	0.13
8.915	0.41	0.13
8.935	0.41	0.13
8.955	0.41	0.13
8.975	0.40	0.13
8.995	0.40	0.13
9.015	0.40	0.13
9.035	0.40	0.14
9.055	0.39	0.14
9.075	0.39	0.14
9.095	0.39	0.14
9.115	0.38	0.14
9.135	0.38	0.14
9.155	0.38	0.14
9.175	0.38	0.14
9.195	0.38	0.14
9.215	0.38	0.14
9.235	0.38	0.14
9.255	0.37	0.14
9.275	0.37	0.14
9.295	0.37	0.14
9.315	0.37	0.14
9.335	0.37	0.14
9.355	0.36	0.14
9.375	0.36	0.14
9.395	0.36	0.14
9.415	0.36	0.14
9.435	0.36	0.14
9.455	0.37	0.14
9.475	0.37	0.14
9.495	0.37	0.14
9.515	0.37	0.14
9.535	0.38	0.14
9.555	0.38	0.14
9.575	0.38	0.14
9.595	0.38	0.14
9.615	0.38	0.14
9.635	0.38	0.14
9.655	0.38	0.14
9.675	0.38	0.14
9.695	0.38	0.14
9.715	0.37	0.14
9.735	0.37	0.14
9.755	0.36	0.14
9.775	0.36	0.14
9.795	0.35	0.14
9.815	0.34	0.14
9.835	0.34	0.14
9.855	0.33	0.14
9.875	0.32	0.13
9.895	0.31	0.13
9.915	0.31	0.14
9.935	0.31	0.14
9.955	0.31	0.14
9.975	0.30	0.13
9.995	0.29	0.13
10.015	0.29	0.13
10.035	0.28	0.13
10.055	0.27	0.13
10.075	0.27	0.13
10.095	0.26	0.13
10.115	0.25	0.13
10.135	0.25	0.13
10.155	0.25	0.14
10.175	0.24	0.14
10.195	0.24	0.14
10.215	0.24	0.14
10.235	0.23	0.13
10.255	0.23	0.13
10.275	0.23	0.14
10.295	0.23	0.14
10.315	0.22	0.14
10.335	0.22	0.14
10.355	0.21	0.14
10.375	0.21	0.15
10.395	0.20	0.15
10.415	0.20	0.15
10.435	0.20	0.15
10.455	0.20	0.15
10.475	0.20	0.15
10.495	0.20	0.15
10.515	0.20	0.16
10.535	0.20	0.16
10.555	0.19	0.16
10.575	0.18	0.16
10.595	0.17	0.16
10.615	0.16	0.16
10.635	0.14	0.16
10.655	0.12	0.16
10.675	0.11	0.16
10.695	0.09	0.16
10.715	0.08	0.15
10.735	0.07	0.15
10.755	0.05	0.15
10.775	0.04	0.15
10.795	0.02	0.16
10.815	0.01	0.16
10.835	0.00	0.16
10.855	-0.02	0.16
10.875	-0.03	0.16
10.895	-0.03	0.16
10.915	-0.03	0.16
10.935	-0.04	0.16
10.955	-0.05	0.16
10.975	-0.05	0.16
10.995	-0.06	0.16
11.015	-0.07	0.16
11.035	-0.08	0.16
11.055	-0.08	0.16
11.075	-0.08	0.16
11.095	-0.09	0.17
11.115	-0.09	0.17
11.135	-0.10	0.17
11.155	-0.11	0.17
11.175	-0.12	0.17
11.195	-0.12	0.17
11.215	-0.13	0.17
11.235	-0.13	0.17
11.255	-0.14	0.17
11.275	-0.15	0.17
11.295	-0.17	0.17
11.315	-0.18	0.17
11.335	-0.20	0.17
11.355	-0.22	0.17
