# didn't understand data from the xlsx file, so I went to the 10y average
# from Met:
#        https://climate.metoffice.cloud/temperature.html#datasets
#
# (0.25 kya is 250y before 2015 = 1765)
#
0.25	-1.1
0.24	-0.95
0.23	-0.67
0.22	-0.19
0.21	-0.37
0.20	-1.25
0.19	-0.50
0.18	-0.89
0.17	-0.69
0.16	-0.52
0.15	-0.47
0.14	-0.35
0.13	-0.52
0.12	-0.41
0.11	-0.34
0.1	-0.31
0.09	-0.16
0.08	-0.05
0.07	0.01
0.06	0.05
0.05	-0.03
0.04	0.04
0.03	0.32
0.02	0.56
0.01	0.92
0	1.16
