520	12.9
510	14.94
500	13.66
490	12.86
480	11.76
470	10.04
460	5.8
450	4.34
440	4.98
430	5.7
420	5.9
410	7.3
400	8.6
390	10.68
380	12.14
370	9.18
360	7.42
350	5.36
340	2.8
330	1.3
320	-0.5
310	-2.2
300	-2.16
290	-1.86
280	-1.7
270	1.52
260	7.06
250	10.02
240	11.04
230	8.92
220	6.28
210	3.72
200	3.94
190	3.42
180	2.04
170	4.8
160	5.44
150	5.04
140	6.04
130	4.62
120	5.2
110	5.6
100	8.44
90	7.76
80	6.34
70	6.1
60	5.28
50	4.56
40	2.8
30	0.66
#20	-0.1
#10	-0.58
#0	-0.16
